Unnamed: 0,id,text,is_retweet,is_deleted,device,favorites,retweets,datetime,is_flagged,date,sentiment
36,1.3258963695346074e+18,"Georgia will be a big presidential win, as it was the night of the Election!",False,False,Twitter for iPhone,637719,94570,2020-11-09T20:21:43Z,False,2020-11-09,0.7204443393275142
37,1.2910614111672525e+18,https://t.co/NX5zpbib3E,False,False,Twitter for iPhone,28711,8085,2020-08-05T17:20:01Z,False,2020-08-05,-0.020981624722480774
38,1.3201341560351744e+18,"THANK YOU OHIO! #VOTE 
https://t.co/5EJjFZVLHZ",False,False,Twitter for iPhone,57305,9852,2020-10-24T22:44:44Z,False,2020-10-24,0.23558141291141488
39,1.3461109560788173e+18,"How can you certify an election when the numbers being certified are verifiably WRONG. You will see the real numbers tonight during my speech, but especially on JANUARY 6th. @SenTomCotton Republicans have pluses & minuses, but one thing is sure, THEY NEVER FORGET!",False,False,Twitter for iPhone,211508,56945,2021-01-04T15:07:16Z,False,2021-01-04,-0.305014293640852
40,1.320135665242284e+18,"Great to be in Ohio, leaving now for Wisconsin. See you in a little while! https://t.co/jglAVPFzmR",False,False,Twitter for iPhone,133279,19715,2020-10-24T22:50:44Z,False,2020-10-24,0.7704741908237336
47,1.3201359038310892e+18,https://t.co/lw739qEfqr,False,False,Twitter for iPhone,45137,8845,2020-10-24T22:51:41Z,False,2020-10-24,-0.09025254100561142
48,1.3461124441088369e+18,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” @SenTedCruz  True!",False,False,Twitter for iPhone,249177,53966,2021-01-04T15:13:10Z,False,2021-01-04,-0.8534514363855124
49,1.320136010395771e+18,https://t.co/NBfIdXBEhp,False,False,Twitter for iPhone,32849,6185,2020-10-24T22:52:06Z,False,2020-10-24,0.018242590129375458
50,1.3461151287192453e+18,"“We are not acting to thwart the Democratic process, we are acting to protect it.” @SenRonJohnson",False,False,Twitter for iPhone,272308,60779,2021-01-04T15:23:50Z,False,2021-01-04,0.01488354057073571
51,1.3259393268705812e+18,https://t.co/hQv0HD93I9,False,False,Twitter for iPhone,132860,29755,2020-11-09T23:12:24Z,False,2020-11-09,-0.007369644939899556
52,1.3259391712031785e+18,https://t.co/lShmKksQ0O,False,False,Twitter for iPhone,156029,36571,2020-11-09T23:11:47Z,False,2020-11-09,-0.010507754981517903
53,1.3201360469574287e+18,https://t.co/ATipOZ0jYG,False,False,Twitter for iPhone,39571,7586,2020-10-24T22:52:15Z,False,2020-10-24,0.011682204902172089
54,1.3461206456131502e+18,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!",False,False,Twitter for iPhone,235516,60242,2021-01-04T15:45:46Z,False,2021-01-04,-0.799155667424202
56,1.325939885098881e+18,https://t.co/UEqAlDZwYF,False,False,Twitter for iPhone,154914,34878,2020-11-09T23:14:38Z,False,2020-11-09,0.030897296965122
59,1.3170650427062682e+18,Very good reviews on last night’s @NBCNews Town Hall in Miami. Thank you!!!,False,False,Twitter for iPhone,148717,23968,2020-10-16T11:29:10Z,False,2020-10-16,0.771376557415351
60,1.3170639213758423e+18,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!",False,False,Twitter for iPhone,280261,52623,2020-10-16T11:24:43Z,False,2020-10-16,0.6987893618643284
63,1.3170621782650266e+18,Biden lied Pennsylvania! https://t.co/zmD8Ew0bmS,False,False,Twitter for iPhone,69406,20762,2020-10-16T11:17:47Z,False,2020-10-16,0.44554563611745834
69,1.317060388371026e+18,Thank you! https://t.co/ceq1n14MYa,False,False,Twitter for iPhone,41882,7722,2020-10-16T11:10:41Z,False,2020-10-16,0.6185747124254701
72,1.3170579099273257e+18,"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",False,False,Twitter for iPhone,59384,13788,2020-10-16T11:00:50Z,False,2020-10-16,0.7353203594684601
73,1.3170569519860982e+18,The process has long begun. Happening fast! https://t.co/nLLq7x0Bim,False,False,Twitter for iPhone,31396,8137,2020-10-16T10:57:01Z,False,2020-10-16,0.41361028887331486
75,1.3462392278272655e+18,Heading to Georgia now. See you soon!,False,False,Twitter for iPhone,313859,38244,2021-01-04T23:36:58Z,False,2021-01-04,0.7126062316820023
77,1.3462679530424975e+18,https://t.co/3LNZWTO8NY,False,False,Twitter for iPhone,99107,25000,2021-01-05T01:31:07Z,False,2021-01-05,-0.06351067870855331
78,1.3259561846130196e+18,"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",False,False,Twitter for iPhone,258866,55635,2020-11-10T00:19:24Z,True,2020-11-10,0.15734298527240753
80,1.3462715796642202e+18,"On my way, see you soon! https://t.co/7QW23k5b9r",False,False,Twitter for iPhone,185691,33097,2021-01-05T01:45:31Z,False,2021-01-05,0.5841682069003582
81,1.325957192214831e+18,https://t.co/vTEBvG1Ucj,False,False,Twitter for iPhone,133206,29942,2020-11-10T00:23:24Z,False,2020-11-10,-0.024521850049495808
82,1.329054683441279e+18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,False,False,Twitter for iPhone,246973,54880,2020-11-18T13:31:43Z,True,2020-11-18,-0.8988247606903315
84,1.328328547598e+18,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,False,False,Twitter for iPhone,163578,40680,2020-11-16T13:26:19Z,True,2020-11-16,0.49529116228222847
85,1.3463004628998758e+18,https://t.co/9fRvjIgqKE,False,False,Twitter for iPhone,148594,36118,2021-01-05T03:40:18Z,False,2021-01-05,-0.08678393065929424
86,1.3259611163595162e+18,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and campaign finance suppression!",False,False,Twitter for iPhone,156817,28082,2020-11-10T00:38:59Z,False,2020-11-10,-0.9528130526305179
87,1.3201624392001495e+18,"Thank you OHIO! #VOTE
https://t.co/gsFSghkmdM https://t.co/oOzmfm8vCo",False,False,Twitter for iPhone,74088,12731,2020-10-25T00:37:07Z,False,2020-10-25,0.23468443751335122
88,1.3201622528682555e+18,What a terrible thing for Biden to say! Rigged Election? https://t.co/jQXxeQCZU9,False,False,Twitter for iPhone,59144,14564,2020-10-25T00:36:23Z,False,2020-10-25,-0.954764620983042
90,1.3283303031030006e+18,I strongly stand with Kelly & David. They are both great and MUST WIN! https://t.co/eqr95Lc2aC,False,False,Twitter for iPhone,122871,21461,2020-11-16T13:33:18Z,False,2020-11-16,0.891098193824291
93,1.320163234926764e+18,Landed in Wisconsin. BIG CROWD. On my way!,False,False,Twitter for iPhone,168796,18240,2020-10-25T00:40:17Z,False,2020-10-25,0.5085307471454146
94,1.3463043627301683e+18,https://t.co/tJkmEhSqY5,False,False,Twitter for iPhone,126642,27524,2021-01-05T03:55:47Z,False,2021-01-05,-0.060328587889671326
95,1.346304329301504e+18,https://t.co/X0CIj5dFlV,False,False,Twitter for iPhone,119112,24741,2021-01-05T03:55:39Z,False,2021-01-05,0.03976892679929711
96,1.3463042734250476e+18,https://t.co/zkFfhX0hOQ,False,False,Twitter for iPhone,101708,21052,2021-01-05T03:55:26Z,False,2021-01-05,-0.08478003740310669
97,1.346304227635835e+18,https://t.co/gWj2obEKm8,False,False,Twitter for iPhone,96065,19607,2021-01-05T03:55:15Z,False,2021-01-05,-0.06374792009592056
98,1.3259614450629386e+18,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",False,False,Twitter for iPhone,292245,59870,2020-11-10T00:40:18Z,False,2020-11-10,0.4450809098780153
99,1.325961115352838e+18,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",False,False,Twitter for iPhone,152654,27735,2020-11-10T00:38:59Z,False,2020-11-10,-0.6011675354093315
100,1.3259611145140388e+18,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",False,False,Twitter for iPhone,254530,53987,2020-11-10T00:38:59Z,False,2020-11-10,-0.8033855403773487
102,1.346469204740903e+18,"Pleased to announce that @KLoeffler & @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",False,False,Twitter for iPhone,177332,42347,2021-01-05T14:50:49Z,False,2021-01-05,0.3687465190887449
103,1.3259616723438756e+18,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",False,False,Twitter for iPhone,332731,56327,2020-11-10T00:41:12Z,False,2020-11-10,-0.5300821959972384
104,1.3259622033469727e+18,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",False,False,Twitter for iPhone,378553,71310,2020-11-10T00:43:19Z,False,2020-11-10,-0.004489697515964619
105,1.328349382023e+18,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!,False,False,Twitter for iPhone,218908,30412,2020-11-16T14:49:06Z,False,2020-11-16,0.3798240162432196
106,1.328341927641682e+18,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!",False,False,Twitter for iPhone,318583,51556,2020-11-16T14:19:29Z,False,2020-11-16,0.7947617257013919
112,1.3283382412846162e+18,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,False,False,Twitter for iPhone,254635,50961,2020-11-16T14:04:50Z,True,2020-11-16,-0.9127485756762328
114,1.3464721116032164e+18,"Georgia, get out and VOTE for two great Senators, @KLoeffler and @sendavidperdue. So important to do so!",False,False,Twitter for iPhone,215340,41746,2021-01-05T15:02:22Z,False,2021-01-05,0.7722461679950356
115,1.3464784821050696e+18,See you in D.C. https://t.co/ti4bChnPKz,False,False,Twitter for iPhone,127896,25649,2021-01-05T15:27:41Z,False,2021-01-05,0.08097119629383065
116,1.3290979467769403e+18,"FLOYD COUNTY, GEORGIA! 
https://t.co/mIZ5rmdkvw",False,False,Twitter for iPhone,182698,52653,2020-11-18T16:23:38Z,False,2020-11-18,0.2519470527768133
117,1.3259666619424358e+18,https://t.co/NXcVFfLcgx,False,False,Twitter for iPhone,138095,33260,2020-11-10T01:01:02Z,True,2020-11-10,-0.07953727990388892
118,1.3201674127807283e+18,...And a great show by @JesseBWatters tonight. Watched it on way from Ohio to Wisconsin! https://t.co/6OIpWIBpop,False,False,Twitter for iPhone,46814,7490,2020-10-25T00:56:53Z,False,2020-10-25,0.7682505184784529
119,1.3464883141577974e+18,The Vice President has the power to reject fraudulently chosen electors.,False,False,Twitter for iPhone,429984,90069,2021-01-05T16:06:45Z,False,2021-01-05,0.11506734788417816
121,1.3259673276119818e+18,https://t.co/dFGni0viS5,False,False,Twitter for iPhone,148796,37315,2020-11-10T01:03:40Z,True,2020-11-10,0.06918123364448547
122,1.3259672207579668e+18,https://t.co/9oAnUZdJLW,False,False,Twitter for iPhone,135596,33304,2020-11-10T01:03:15Z,True,2020-11-10,-0.12317927181720745
123,1.3290647871421727e+18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",False,False,Twitter for iPhone,141951,33060,2020-11-18T14:11:52Z,True,2020-11-18,-0.7587491823360326
128,1.3201689058563973e+18,Law Enforcement is watching and involved. So dishonest! https://t.co/DNtRroA92X,False,False,Twitter for iPhone,57711,16609,2020-10-25T01:02:49Z,False,2020-10-25,-0.9083294237498195
129,1.3259732245224735e+18,https://t.co/kSjq4ye9EO,False,False,Twitter for iPhone,216709,46260,2020-11-10T01:27:06Z,False,2020-11-10,-0.030503593385219796
132,1.3201906444013527e+18,"THANK YOU WISCONSIN!
https://t.co/nOcUhuuNoF",False,False,Twitter for iPhone,65024,11259,2020-10-25T02:29:12Z,False,2020-10-25,0.420542448759079
135,1.3260313791513272e+18,Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News https://t.co/k98LQLPwsK via @BreitbartNews,False,False,Twitter for iPhone,134308,33954,2020-11-10T05:18:11Z,False,2020-11-10,-0.5833530593663454
136,1.3201916499941868e+18,https://t.co/uF8BVW4WBV,False,False,Twitter for iPhone,42672,8059,2020-10-25T02:33:11Z,False,2020-10-25,-0.021065860986709706
137,1.320191534675972e+18,https://t.co/Zwgbeynhy3,False,False,Twitter for iPhone,40380,7450,2020-10-25T02:32:44Z,False,2020-10-25,0.01623076945543267
138,1.3465214476493906e+18,"Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman @RickAllen!",False,False,Twitter for iPhone,198868,54896,2021-01-05T18:18:24Z,False,2021-01-05,-0.6103215515613558
140,1.3201939095454433e+18,"This is the most important election in the history of our Country. With your vote, we will continue to bring back your jobs, lower drug prices, support our police, protect the #2A, defend our borders, and ensure more products are proudly stamped with the phrase MADE IN THE USA! https://t.co/M0Ba8QR7Nl",False,False,Twitter for iPhone,103361,22438,2020-10-25T02:42:10Z,False,2020-10-25,0.9256514371372757
143,1.3295217710417265e+18,We withdrew because we won! https://t.co/aMoNQXEj4z,False,False,Twitter for iPhone,191015,36464,2020-11-19T20:27:46Z,False,2020-11-19,-0.7373708458617331
145,1.3465383178070344e+18,GEORGIA! Get out today and VOTE for @KLoeffler and @Perduesenate! https://t.co/YKiSx7d7lp,False,False,Twitter for iPhone,166781,33228,2021-01-05T19:25:27Z,False,2021-01-05,-0.49343621730804466
146,1.3260363948468593e+18,Nothing! https://t.co/OurKkatwbE,False,False,Twitter for iPhone,252613,47939,2020-11-10T05:38:07Z,False,2020-11-10,-0.8534529474563898
147,1.320198039529816e+18,"As long as I am President, I will always stand with the HEROES of Law Enforcement! Joe Biden won’t. https://t.co/DfutxOeRaN",False,False,Twitter for iPhone,79633,18909,2020-10-25T02:58:35Z,False,2020-10-25,0.42512281239032745
148,1.3465787064379638e+18,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",False,False,Twitter for iPhone,328137,82574,2021-01-05T22:05:56Z,False,2021-01-05,0.7816823944449423
149,1.3295214295750492e+18,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,False,False,Twitter for iPhone,115529,25660,2020-11-19T20:26:24Z,True,2020-11-19,-0.32952289283275604
150,1.3202004045468344e+18,"WISCONSIN! #VOTE #MAGA 
https://t.co/wk0tCalKZ6",False,False,Twitter for iPhone,59103,10944,2020-10-25T03:07:59Z,False,2020-10-25,0.06356470286846139
151,1.3261479135426683e+18,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",False,False,Twitter for iPhone,302777,56646,2020-11-10T13:01:15Z,False,2020-11-10,0.024630866944789886
152,1.3465803187452068e+18,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",False,False,Twitter for iPhone,210988,55852,2021-01-05T22:12:20Z,False,2021-01-05,-0.5303109660744669
153,1.329478149609042e+18,"Lawyers now on @newsmax, @OANN & maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",False,False,Twitter for iPhone,300663,60309,2020-11-19T17:34:26Z,True,2020-11-19,-0.8778147622942926
154,1.329463691205628e+18,"THE COVID DRUGS NOW AVAILABLE TO MAKE PEOPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",False,False,Twitter for iPhone,255959,45468,2020-11-19T16:36:58Z,False,2020-11-19,-0.08891579695045959
155,1.3294056827062477e+18,"Voter Fraud in Detroit is rampant, and has been for many years!",False,False,Twitter for iPhone,300049,50116,2020-11-19T12:46:28Z,True,2020-11-19,-0.46900377422571204
156,1.320201343483732e+18,https://t.co/gsFSghkmdM https://t.co/XB1XImsQlG,False,False,Twitter for iPhone,102276,16281,2020-10-25T03:11:43Z,False,2020-10-25,-0.05710875242948543
157,1.3261490412484076e+18,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",False,False,Twitter for iPhone,375658,56155,2020-11-10T13:05:44Z,False,2020-11-10,-0.12680736556649208
158,1.3465835372569764e+18,"Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely! @DeptofDefense @TheJusticeDept @DHSgov @DHS_Wolf @SecBernhardt @SecretService @FBI",False,False,Twitter for iPhone,273329,71140,2021-01-05T22:25:08Z,False,2021-01-05,-0.25048671662807487
159,1.326158564449276e+18,WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,False,False,Twitter for iPhone,638933,106449,2020-11-10T13:43:35Z,False,2020-11-10,0.8639172085095201
160,1.329459995893764e+18,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",False,False,Twitter for iPhone,249157,58056,2020-11-19T16:22:17Z,True,2020-11-19,-0.6005278266966343
161,1.3294241341666875e+18,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",False,False,Twitter for iPhone,217844,47813,2020-11-19T13:59:47Z,True,2020-11-19,-0.6934674046933653
162,1.3319871717005107e+18,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",False,False,Twitter for iPhone,496524,98943,2020-11-26T15:44:23Z,True,2020-11-26,-0.5356052070856095
164,1.3465880640266854e+18,I will be speaking at the SAVE AMERICA RALLY tomorrow on the Ellipse at 11AM Eastern. Arrive early — doors open at 7AM Eastern. BIG CROWDS! https://t.co/k4blXESc0c,False,False,Twitter for iPhone,192930,51087,2021-01-05T22:43:07Z,False,2021-01-05,-0.010223343968391418
165,1.3261587608265605e+18,WE WILL WIN!,False,False,Twitter for iPhone,1023598,164891,2020-11-10T13:44:22Z,False,2020-11-10,0.8033723784610627
166,1.3319880846369874e+18,HAPPY THANKSGIVING! https://t.co/56e8Qy7O22,False,False,Twitter for iPhone,235449,39403,2020-11-26T15:48:01Z,False,2020-11-26,0.7760651246644554
169,1.3261861267098214e+18,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",False,False,Twitter for iPhone,420361,74544,2020-11-10T15:33:06Z,True,2020-11-10,-0.016973093152046315
170,1.3320557595516805e+18,No thanks! https://t.co/IYQSotnMG9,False,False,Twitter for iPhone,180746,26634,2020-11-26T20:16:56Z,False,2020-11-26,-0.7361167892813683
173,1.3261862971579638e+18,BALLOT COUNTING ABUSE!,False,False,Twitter for iPhone,525218,77977,2020-11-10T15:33:47Z,True,2020-11-10,-0.6784745398908856
175,1.3297596017476936e+18,Great book! https://t.co/Aq4Qus3u4r,False,False,Twitter for iPhone,64352,9261,2020-11-20T12:12:49Z,False,2020-11-20,0.8901126766577359
178,1.346652589673345e+18,BIG NEWS IN PENNSYLVANIA! https://t.co/7JqTWYUgOr,False,False,Twitter for iPhone,270262,73129,2021-01-06T02:59:31Z,False,2021-01-06,0.5677744932472704
179,1.3053825345245348e+18,https://t.co/WuLi07jXaK,False,False,Twitter for iPhone,13181,4129,2020-09-14T05:47:03Z,False,2020-09-14,-0.047603346407413705
180,1.3297600153144648e+18,A Rigged Election! https://t.co/dAviFrkEP4,False,False,Twitter for iPhone,242642,52267,2020-11-20T12:14:28Z,False,2020-11-20,0.4502315632998941
181,1.3320622590787215e+18,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",False,False,Twitter for iPhone,145048,31529,2020-11-26T20:42:45Z,False,2020-11-26,-0.9844183899112978
184,1.346659909492998e+18,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,Twitter for iPhone,331427,77805,2021-01-06T03:28:36Z,False,2021-01-06,-0.38567123003304027
185,1.3261908000704717e+18,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,False,False,Twitter for iPhone,318729,61594,2020-11-10T15:51:40Z,False,2020-11-10,0.700968988239765
186,1.329761125404205e+18,Will use these charts in court case. The Election was a HOAX. Thank you Justin! https://t.co/9Ue7ysDIVb,False,False,Twitter for iPhone,136898,34188,2020-11-20T12:18:52Z,False,2020-11-20,-0.134345903992653
187,1.3320650101352817e+18,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",False,False,Twitter for iPhone,114106,21303,2020-11-26T20:53:41Z,False,2020-11-26,-0.715586055070162
189,1.3261941431320822e+18,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",False,False,Twitter for iPhone,349531,69352,2020-11-10T16:04:57Z,False,2020-11-10,-0.6380833201110365
190,1.3466850238612726e+18,Just happened to have found another 4000 ballots from Fulton County. Here we go!,False,False,Twitter for iPhone,306738,69530,2021-01-06T05:08:24Z,False,2021-01-06,-0.133562929928303
193,1.3297616633236726e+18,@justin_hart There will be no lockdowns other than those done by certain Democrat governors!,False,False,Twitter for iPhone,30870,9706,2020-11-20T12:21:00Z,False,2020-11-20,0.14141850918531418
194,1.3320657759900426e+18,So much TRUTH! https://t.co/zdVj5Dnwnb,False,False,Twitter for iPhone,125237,23149,2020-11-26T20:56:44Z,False,2020-11-26,0.47282420471310616
